BOTCHAN (MASTER DARLING)	坊っちゃん
The three days thereafter were pacific, and on the night of the fourth day, I went to a suburb called Sumida and ate "dango" (small balls made of glutinous rice, dressed with sugar-paste).	それから三日ばかりは無事であったが、四日目の晩に住田（すみた）と云う所へ行って団子（だんご）を食った。
Sumida is a town where there are restaurants, hot-springs bath houses and a park, and in addition, the "tenderloin."	この住田と云う所は温泉のある町で城下から汽車だと十分ばかり、歩いて三十分で行かれる、料理屋も温泉宿も、公園もある上に遊廓（ゆうかく）がある。
The dango shop where I went was near the entrance to the tenderloin, and as the dango served there was widely known for its nice taste, I dropped in on my way back from my bath.	おれのはいった団子屋は遊廓の入口にあって、大変うまいという評判だから、温泉に行った帰りがけにちょっと食ってみた。
As I did not meet any students this time, I thought nobody knew of it, but when I entered the first hour class next day, I found written on the black board; "Two dishes of dango--7 sen."	今度は生徒にも逢わなかったから、誰（だれ）も知るまいと思って、翌日学校へ行って、一時間目の教場へはいると団子二皿（さら）七銭と書いてある。
It is true that I ate two dishes and paid seven sen.	実際おれは二皿食って七銭払（はら）った。
Troublesome kids! I declare.	どうも厄介（やっかい）な奴等だ。
I expected with certainty that there would be something at the second hour, and there it was; "The dango in the tenderloin taste fine."	二時間目にもきっと何かあると思うと遊廓の団子旨い旨いと書いてある。
Stupid wretches!	あきれ返った奴等だ。
No sooner I thought, the dango incident closed than the red towel became the topic for widespread gossip.	団子がそれで済んだと思ったら今度は赤手拭（あかてぬぐい）と云うのが評判になった。
Inquiry as to the story revealed it to be something unusually absurd.	何の事だと思ったら、つまらない来歴だ。
Since, my arrival here, I had made it a part of my routine to take in the hot springs bath every day.	おれはここへ来てから、毎日住田の温泉へ行く事に極（き）めている。
While there was nothing in this town which compared favorably with Tokyo, the hot springs were worthy of praise.	ほかの所は何を見ても東京の足元にも及（およ）ばないが温泉だけは立派なものだ。
So long as I was in the town, I decided that I would have a dip every day, and went there walking, partly for physical exercise, before my supper.	せっかく来た者だから毎日はいってやろうという気で、晩飯前に運動かたがた出掛（でかけ）る。
And whenever I went there I used to carry a large-size European towel dangling from my hand.	ところが行くときは必ず西洋手拭の大きな奴をぶら下げて行く。
Added to somewhat reddish color the towel had acquired by its having been soaked in the hot-springs, the red color on its border, which was not fast enough, streaked about so that the towel now looked as if it were dyed red.	この手拭が湯に染（そま）った上へ、赤い縞（しま）が流れ出したのでちょっと見ると紅色（べにいろ）に見える。
This towel hung down from my hand on both ways whether afoot or riding in the train.	おれはこの手拭を行きも帰りも、汽車に乗ってもあるいても、常にぶら下げている。
For this reason, the students nicknamed me Red Towel.	それで生徒がおれの事を赤手拭赤手拭と云うんだそうだ。
Honest, it is exasperating to live in a little town.	どうも狭い土地に住んでるとうるさいものだ。
There is some more.	まだある。
The bath house I patronized was a newly built three-story house, and for the patrons of the first class the house provided a bath-robe, in addition to an attendant, and the cost was only eight sen.	温泉は三階の新築で上等は浴衣（ゆかた）をかして、流しをつけて八銭で済む。
On top of that, a maid would serve tea in a regular polite fashion.	その上に女が天目（てんもく）へ茶を載（の）せて出す。
I always paid the first class.	おれはいつでも上等へはいった。
Then those gossipy spotters started saying that for one who made only forty yen a month to take a first class bath every day was extravagant.	すると四十円の月給で毎日上等へはいるのは贅沢（ぜいたく）だと云い出した。
