FATTY COON AT HOME	ふとっちょあらいぐまの家
From their tree-top Fatty and his mother watched the monster dash down the valley.	13 ふとっちょとお母さんは、お家の木のてっぺんから、怪物がすごいいきおいで谷間をつっ切っていくのをながめました。
They knew he had gone,	怪物が去っていくのが、ふたりにはわかりました。
because they could see the gleam of those awful eyes.	なぜなら、ギラギラ光る恐ろしい目が、遠くからでも見えましたから。
"Do you suppose he ate up Farmer Green and his family?"	14 「あの怪物、農夫のグリーンさんとグリーンさんの家族を食べちゃったの？」
Fatty asked in a frightened voice.	ふとっちょは、おびえた声でたずねました。
"I hope so,"	15 「そうだといいよ」
she said.	お母さんは言いました。
"Then perhaps there'll be no more traps in theb woods."	「そしたら、もう森の中にわなをしかけられなくなるかもしれないからね」
"But who would plant the corn?"	16 「でも、だれがとうもろこしを作ってくれるの？」
Fatty asked.	ふとっちょはたずねました。
Mrs. Coon did not appear to hear his question.	17 あらいぐま夫人には、ふとっちょの質問が聞こえないようでした。
JASPER JAY TELLS SOME NEWS	カケスのジャスパーが教えてくれたこと
It was quite late in the fall, and the weather had grown very cold.	1 秋がとっぷりとふかまり、辺りがひどく冷えこんできました。
Mrs. Coon and her family had not left their home for several days;	あらいぐま夫人とその子どもたちは、数日のあいだ家の中に閉じこもりっきりでいました。
but on this day she thought it would be pleasant to go out in the sunshine and get a breath of fresh air and a bite to eat.	けれどこの日、あらいぐま夫人は、お陽さまの照る外に出て新せんな空気をすい、ごはんを食べたら気持ちがよかろうと考えました。
Fatty was the only one of her children that was not asleep;	2 ふとっちょは、あらいぐま夫人の子どもたちの中で、ひとりだけ眠っていませんでした。
and he complained of being very hungry.	そして、ひどい空腹をうったえました。
So Mrs. Coon decided to take him with her.	そこであらいぐま夫人は、ふとっちょを一緒に連れていくことにしました。
The hunting was not very good.	3 狩りはおもわしくありませんでした。
There were no birds' eggs at all to be found in the trees.	鳥の卵は、木々の中のどこにも見つかりませんでした。
The river and the brook and the creek were all frozen over, so Fatty and his mother could not catch any fish.	大きい川や、小さい川や、もっと小さい川は、すべて凍りついていましたので、ふとっちょとお母さんは魚をつかまえることができませんでした。
And as for corn	そして、とうもろこしはというと
--Farmer Green had long ago gathered the last ear of it.	――農夫のグリーンが、とうのむかしに最後の実をつみ取ってしまっていました。
Fatty wished that it was summertime.	ふとっちょは、今が夏だったらいいのにと思いました。
But it only made him hungrier than ever, to think of all the good things to eat that summer brings.	けれど、夏のめぐみのおいしい食べ物のことを考えると、ますますお腹が空いてしまうだけでした。
He was feeling very unhappy when his mother said to him sharply--	お母さんがするどい声でこう言ったときには、ふとっちょはすっかりみじめな気分になってしまいました。
"Run up this tree!	4 「その木に登りなさい！
Hurry, now!	急いで！
Don't ask any questions."	なにも聞くんじゃないよ」
Now, Fatty did not always mind his mother as quickly as he might have.	5 さて、いつものふとっちょは、お母さんを気づかうなんてことは、すぐにそうしたってよさそうなときだって、しやしませんでした。
But this time he saw that she had stopped and was sniffing the air	ところがこのとき、お母さんが立ち止まり、辺りの空気のにおいをかぎ回ったのには、すぐに気づきました。
as if there was something about it she did not like.	お母さんはまるで、なにか気に入らないものがあるような様子でした。
That was enough for Fatty.	6 ふとっちょにはそれだけでじゅうぶんでした。
