STORY OF THE DOOR	ドアにまつわる話
returned Lanyon;	ラニョンは答えた。
"ask himself."	「やつに聞いてくれ」
He will not see me,"	「会ってくれないんだ」
said the lawyer.	と弁護士が言うと、
"I am not surprised at that,"	「驚きやしないがな」
was the reply.	とラニョンは答えた。
"Some day, Utterson, after I am dead, you may perhaps come to learn the right and wrong of this.	「アターソン、僕が死んだら、いつかなにが正しくてなにが間違っていたかがわかると思うよ。
I cannot tell you.	私には言えない。
And in the meantime, if you can sit and talk with me of other things, for God's sake, stay and do so;	ところで、君が座って他のことを話してくれるなら、どうか、ここにいてそうしてくれたまえ。
but if you cannot keep clear of this accursed topic, then, in God's name, go,	ただこの忌まわしい話を続けたいって言うなら、どうか、この場を去って欲しい。
for I cannot bear it."	私には耐えきれないんだ」
As soon as he got home, Utterson sat down and wrote to Jekyll,	アターソンは、家に帰るとすぐに座り込んで、ジキルに手紙を書いた。
complaining of his exclusion from the house, and asking the cause of this unhappy break with Lanyon;	手紙は門前払いをくらっていることに文句をつけ、ラニョンとの不幸な仲違いの理由を正したのである。
and the next day brought him a long answer,	そして次の日、長々とした返事がきた。
often very pathetically worded, and sometimes darkly mysterious in drift.	痛ましい言葉が連ねられていて、ところどころどうにも意味がわからないところがあった。
The quarrel with Lanyon was incurable.	ラニョンとの仲たがいは修復の見込みがなく、
"I do not blame our old friend,"	「私は旧友を責めようとは思わない」
Jekyll wrote,	とジキルは書いていた。
"but I share his view that we must never meet.	「ただ、われわれがもう会うべきではないというラニョンの意見には同意する。
I mean from henceforth to lead a life of extreme seclusion;	私はこれからは完全にひきこもって生活していこうと思っている。
you must not be surprised, nor must you doubt my friendship, if my door is often shut even to you.	驚かないでくれ、ただ私の友情も疑わないでくれ、もし私の家のドアが君に対してさえ閉ざされていたとしても。
You must suffer me to go my own dark way.	どうかほっておいて、私だけの暗い道を行かせてくれ。
I have brought on myself a punishment and a danger that I cannot name.	私は自分のせいで、何ともいいようのない罰をうけ、危険な目に会っている。
If I am the chief of sinners, I am the chief of sufferers also.	もし私がもっとも重い罪を背負ったものであるとしても、私はまたもっとも苦しんでいるものでもあるのだ。
I could not think that this earth contained a place for sufferings and terrors so unmanning;	私はこの世で、これほど打ちのめされるような苦難艱難が待ち受けているとは、思ってもみなかった。
and you can do but one thing, Utterson, to lighten this destiny, and that is to respect my silence."	アターソン、お願いだからこの運命を少しでも和らげるために君にできることは一つだけだ、私の沈黙を尊重してはくれないだろうか」
Utterson was amazed;	アターソンはこの手紙を読んで驚いた。
the dark influence of Hyde had been withdrawn, the doctor had returned to his old tasks and amities;	あのハイドの悪影響がなくなってから、博士は昔の仕事と友達のところにもどったのだ。
a week ago, the prospect had smiled with every promise of a cheerful and an honoured age;	ほんの一週間前には、心温まる名誉に満ちた老後が固く約束された見通しがあったというのに。
and now in a moment, friendship, and peace of mind, and the whole tenor of his life were wrecked.	そして今や一瞬のうちに、友情も心の平穏もそして生活全体もすっかりだいなしになってしまった。
So great and unprepared a change pointed to madness;	これほどすっかり予想もできないほど変わってしまうなんて、狂ったとしか思えないほどだ。
