A DOG OF FLANDERS	フランダースの犬
Old Jehan Daas had said ever to him,	年取ったジェハン・ダースは、これまでもネロにこう言ってきました。
"We are poor;	「わたしたちは、貧しいんじゃ。
we must take what God sends--the ill with the good;	神様がくださるものを、よいものでも悪いものでも、受け取らなければならないよ。
the poor cannot choose."	貧しい者は、選択をすることができないんじゃよ。」
To which the boy had always listened in silence, being reverent of his old grandfather;	少年は、年とったおじいさんを尊敬していましたので、いつも黙って聞いていました。
but nevertheless a certain vague, sweet hope, such as beguiles the children of genius, had whispered in his heart,	それにもかかわらず、よく天才少年の心がとらえられる、ある漠然とした、甘い希望がネロの心の中にささやきました。
"Yet the poor do choose sometimes	「貧乏人だった、時々は選ぶことができる。
--choose to be great, so that men cannot say them nay."	だれからも『だめだ』などと言われないように偉くなることを選ぶことだってできるはずだ。」
And he thought so still in his innocence;	ネロは今でも無邪気にそう思っていました。
and one day, when the little Alois, finding him by chance alone among the corn-fields by the canal,	ある日、アロアは運河のそばのトウモロコシ畑でネロが一人でいるところをたまたま見つけると、ネロに駆け寄ってきました。
ran to him and held him close, and sobbed piteously	そして、ネロをかたく抱きしめ、はげしく泣きました。
because the morrow would be her saint's day, and for the first time in all her life her parents had failed to bid him	というのは、明日はアロアの名前にゆかりのある聖徒祭の日でした（ヨーロッパでは、日本の誕生日のようにこの日を祝う）が、アロアの両親はこんどはじめてネロを招待しないことにしたのです。
to the little supper and romp in the great barns with which her feast-day was always celebrated,	この日は皆に夕食が振る舞われ、粉屋の納屋で子どもたちがはしゃぎまわってアロアの聖徒祭を祝うのでした。
Nello had kissed her and murmured to her in firm faith,	ネロは、アロアにキスして強い信念をもってアロアにつぶやきました。
"It shall be different one day, Alois.	「いつか、将来、きっと状況は変わるよ。
One day that little bit of pine wood that your father has of mine shall be worth its weight in silver;	いつか、アロアのお父さんが持っている小さな松の板の絵が、同じ重さの銀と同じ価値があるようになる日が来るよ。
and he will not shut the door against me then.	そうなれば、お父さんもぼくに対して扉を閉ざしたりすることはないだろう。
Only love me always, dear little Alois;	ただ、いつもぼくを愛していて、アロア。
only love me always,	ただ、いつもぼくを愛していて。
and I will be great."	そうすれば、ぼくは偉大になってみせる。」
"And if I do not love you?"	「じゃあ、もし、わたしがあなたを愛さなかったら？。」
