A DOG OF FLANDERS	フランダースの犬
"would it matter so much?	「それがそんなに大変なことなのでしょうか？
She will have enough for both, nand one cannot be better than happy."	アロアは二人でやっていけるものは十分あるし、それになんていったって幸せなのが一番ですからね。」
"You are a woman,	「お前はやっぱり女だ。
and therefore a fool,"	だから、そんな馬鹿なことを言うのだ。」
said the miller, harshly, striking his pipe on the table.	と粉屋はきびしく、パイプをテーブルでどん、とたたきながら言いました。
"The lad is naught but a beggar,	「あの子は、乞食同然だぞ。
and, with these painter's fancies, worse than a beggar.	いや、画家になろうとなど、夢みたいなこと思ってて、乞食よりもっとたちが悪い。
Have a care that they are not together in the future,	二人が一緒にいることがないよう、よく見張っておくんだぞ。
or I will send the child to the surer keeping of the nuns of the Sacred Heart."	でなけりゃあ、もっとちゃんとアロアを見張ってもらえるよう、修道院にアロアをやっちまうぞ。」
The poor mother was terrified, and promised humbly to do his will.	かわいそうな母親は震え上がって、彼の言うとおりにすると約束しました。
Not that she could bring herself altogether to separate the child from her favorite playmate,	それでも、母親は自分の娘を、娘が大好きな遊び友達から完全に引き離す気にはなりませんでした。
nor did the miller even desire that extreme of cruelty to a young lad who was guilty of nothing except poverty.	それに粉屋の方も、貧しいということを除けば何も悪いことをしていなかった若者に、ものすごく残酷なことをするつもりもなかったのです。
But there were many ways in which little Alois was kept away from her chosen companion;	けれども、やっぱりアロアは仲良しの友だちから遠ざけられる機会が多くなりました。
and Nello, being a boy proud and quiet and sensitive, was quickly wounded,	ネロは、自尊心が強く、おとなしく、敏感な少年でしたので、すぐに傷つきました。
and ceased to turn his own steps and those of Patrasche, as he had been used to do with every moment of leisure, to the old red mill upon the slope.	そして、ひまさえあればいつも丘の上にある風車小屋にでかけて行っていたのに、ぱったりと行くのをやめてしまいました。
What his offence was he did not know;	何が粉屋を怒らせたのか、ネロには本当のことは分かっていませんでした。
he supposed he had in some manner angered Baas Cogez by taking the portrait of Alois in the meadow;	ネロは、草むらでアロアの絵を描いていたことが、何かの理由でコゼツのだんなを怒らせたのだと思いました。
and when the child who loved him would run to him and nestle her hand in his, he would smile at her very sadly and say with a tender concern for her before himself,	そして、ネロを愛していたアロアがネロに助けを求めて、ネロの手を取ってきたとき、ネロはとても悲しげに彼女に微笑み、やさしくアロアのことを心配していいました。
