TALES OF TROY: ULYSSES THE SACKER OF CITIES	トロイア物語：都市の略奪者ユリシーズ
who had no watch-fire and no guards.	レーソス王は夜営の篝火も焚かず、見張りも置いてはいなかった。
Then Diomede silently stabbed each sleeping man to the heart, and Ulysses seized the dead by the feet and threw them aside lest they should frighten the horses,	そこでディオメーデースは眠っている男たちの心臓を突き刺し、ユリシーズは、屍が馬を驚かさぬよう、足をつかんで傍らに投げ棄てた。
which had never been in battle, and would shy if they were led over the bodies of dead men.	馬は一度も戦場に出たことがなく、屍の上を連れて行くとおびえるだろうから。
Last of all Diomede killed King Rhesus, and Ulysses led forth his horses, beating them with his bow,	最後の仕上げにディオメーデースはレーソス王を殺し、ユリシーズは弓で馬を打って追いたてた。
for he had forgotten to take the whip from the chariot.	なぜなら戦車から鞭を取って来るのを忘れたからだ。
Then Ulysses and Diomede leaped on the backs of the horses, as they had not time to bring away the chariot, and they galloped to the ships, stopping to pick up the spear, and bow, and cap of Dolon.	それからユリシーズとディオメーデースは、戦車を取って来る暇がなかったので、馬の背に跳びのって、船へと疾駆し、途中留ってドローンの槍と弓と帽子をとってきたのだ。
They rode to the princes, who welcomed them,	二人は王侯らのところに馬で行き、皆は二人を喜び迎えた。
and all laughed for glee when they saw the white horses and heard that King Rhesus was dead,	白馬を見て、レーソス王が死んだと聞くと、全員浮かれて大笑した。
for they guessed that all his army would now go home to Thrace.	というのは、皆レーソス王の軍は今やトラーキアに帰ったのか思っていたのだ。
This they must have done,	これがありそうなことではある。
for we never hear of them in the battles that followed,	なんとなれば、この後戦場ではトラーキア軍のことを聞くことはないのだから。
so Ulysses and Diomede deprived the Trojans of thousands of men.	こうしてユリシーズとディオメーデースはトロイア勢から数千人を削り取ったのだ。
The other princes went to bed in good spirits, but Ulysses and Diomede took a swim in the sea, and then went into hot baths, and so to breakfast,	他の王侯は上機嫌で寝床に向かったが、ユリシーズとディオメーデースは海でひと泳ぎし、熱い湯につかって、それから朝食をとった。
for rosy-fingered Dawn was coming up the sky.	というのは、薔薇の指の暁の女神が空に登ってきたからだ。
BATTLE AT THE SHIPS	船辺りの戦い
With dawn Agamemnon awoke, and fear had gone out of his heart.	暁とともにアガメムノーンは目覚めたが、恐怖心は去っていた。
He put on his armour, and arrayed the chiefs on foot in front of their chariots, and behind them came the spearmen, with the bowmen and slingers on the wings of the army.	武具をつけると、徒歩だちの大将たちを自らの戦車の前に配し、その後ろには槍兵を、軍勢の両翼には弓兵と投石兵を置いた。
Then a great black cloud spread over the sky, and red was the rain that fell from it.	そのとき大きな黒雲が空を覆い、降りしきる雨は真っ赤であった。
The Trojans gathered on a height in the plain, and Hector, shining in armour, went here and there, in front and rear, like a star that now gleams forth and now is hidden in a cloud.	トロイア軍は平原の高みに集まり、ヘクトールは、武具を輝かせながら、あちらこちらへ、前面に出たり後方にさがったりと、さながらきらめくと思えば雲にかくれる星のようであった。
The armies rushed on each other and hewed each other down, as reapers cut their way through a field of tall corn.	両軍互いに押し寄せ、互いに切り結び、あたかも刈取機が丈の高い蜀黍畑に道を切り開くかのようであった。
Neither side gave ground, though the helmets of the bravest Trojans might be seen deep in the ranks of the Greeks;	双方退きもせず、勇敢なトロイア兵の兜がギリシア勢の兵列深くに見ゆる一方で、
and the swords of the bravest Greeks rose and fell in the ranks of the Trojans, and all the while the arrows showered like rain.	勇猛なギリシア兵がトロイアの兵列の中で剣を振り回し、その間矢は雨のごとくに降り注いだ。
But at noon-day, when the weary woodman rests from cutting trees, and takes his dinner in the quiet hills, the Greeks of the first line made a charge, Agamemnon running in front of them, and he speared two Trojans, and took their breastplates, which he laid in his chariot,	だが、疲れ果てた木樵が木を切るのを休み、静かな山の上で食事を取る正午のころには、第一線のギリシア軍が突撃すると、アガメムノーンは前面に走り出て、二人のトロイア人を槍で刺し殺し、その胸当てを奪って戦車にのせた。
