The Great Gatsby	グレイト・ギャツビー
“Orderi di Danilo,” ran the circular legend,	'Orederi di Danilo' と縁に沿って円く刻まれている。
“Turn it.”	「めくってごらんなさい」
“Major Jay Gatsby,”	「ジェイ・ギャツビー少佐」
I read,	とぼくは読み上げた。
“For Valour Extraordinary.”	「その比類なき武勇に」
“Here’s another thing I always carry.	「もうひとつ、これも常に持ち歩いております。
A souvenir of Oxford days.	オックスフォード時代の思い出の品ですよ。
It was taken in Trinity Quad――	学寮の中庭で撮ったものでしてね――
the man on my left is now the Earl of Dorcaster.”	私の左手に写っているのが、いまのドンカスター伯爵です」
It was a photograph of half a dozen young men in blazers loafing in an archway	それは1葉の写真で、6人の若者がアーチ道にたむろしていた。
through which were visible a host of spires.	歩道の向こうには尖塔が見える。
There was Gatsby,	ギャツビーもいた。
looking a little, not much, younger――	いまより大幅にとはいえないまでも若干若い――
with a cricket bat in his hand.	手にはクリケットのバットを握っている。
Then it was all true.	ではすべては本当のことだったのか。
I saw the skins of tigers flaming in his palace on the Grand Canal;	ぼくはグランド・キャナルに建てられたかれの宮殿に赤々とした虎の革が敷かれているのを見た。
I saw him opening a chest of rubies to ease, with their crimson-lighted depths, the gnawings of his broken heart.	そしてかれがルビーの小箱を開け、そこに深々とたたえられた深紅の光をもって、打ちひしがれた心を癒さんとするところを見た。
“I’m going to make a big request of you to-day,”	「私は今日、あなたに大切なお願いをするつもりです」
he said, pocketing his souvenirs with satisfaction,	かれは思い出の品々を満足顔でポケットにしまいながら言った。
“so I thought you ought to know something about me.	「ですから、私のことを多少とも知っておいて頂くべきだと思いました。
I didn’t want you to think I was just some nobody.	どこぞの馬の骨などとは思って頂きたくなかったのです。
You see, I usually find myself among strangers	お分かりでしょうが、常日頃から私の周囲にいるのは他人ばかりです。
because I drift here and there trying to forget the sad thing that happened to me.”	私は3年もの間私の身に起きた悲しい出来事を忘れるため、あちこち漂泊していたものですから」
He hesitated.	そこでかれは一瞬ためらった。
“You’ll hear about it this afternoon.”	「それについては今日の午後お聞きになることと思いますが」
“At lunch?”	「ランチの席で？」
“No, this afternoon.	「いえ、午後です。
I happened to find out that you’re taking Miss Baker to tea.”	あなたがミス・ベイカーをお茶に招かれたことを偶然耳にしまして」
“Do you mean you’re in love with Miss Baker?”	「つまり、あなたがミス・ベイカーの恋人なのだと？」
“No, old sport, I’m not.	「いいえ、親友、違います。
But Miss Baker has kindly consented to speak to you about this matter.”	ですが、ミス・ベイカーがこの問題をあなたにお話しして下さるのをご親切にも承知して下さいましたから」
I hadn’t the faintest idea what “this matter.” was, but I was more annoyed than interested.	ぼくには「この問題」がどういう問題なのかさっぱり分からなかったが、だからといって興味を引かれたというわけではなく、むしろ苛立ちが先行した。
I hadn’t asked Jordan to tea in order to discuss Mr. Jay Gatsby.	ぼくはミスター・ジェイ・ギャツビーを論じあうためにジョーダンをお茶に呼んだのではない。
