The Time Machine	タイムマシン
As I went with them the memory of my confident anticipations of a profoundly grave and intellectual posterity came, with irresistible merriment, to my mind.	連れだって歩くうちに、圧倒的に深遠で知的な子孫への確信をもった期待がふと思い出され、我ながらおかしくてたまりませんでした。
`The building had a huge entry, and was altogether of colossal dimensions.	建物は巨大な入り口をしていて、全体はとてつもない大きさでした。
I was naturally most occupied with the growing crowd of little people, and with the big open portals that yawned before me shadowy and mysterious.	もちろん一番興味をひいたのは、増える一方の小さな人々の群衆で、また目の前で影をつくりなぞめいた様子で口を開ける、大きな開いた入り口も興味をおぼえました。
My general impression of the world I saw over their heads was a tangled waste of beautiful bushes and flowers, a long neglected and yet weedless garden.	かれらの頭上ごしに見た世界の全般的な印象は、美しい茂みや花のごちゃごちゃした荒れ地、長く放置されていたのに雑草のない庭園、というものでした。
I saw a number of tall spikes of strange white flowers,	背の高い奇妙な白い花が突出しているのをたくさん見かけました。
measuring a foot perhaps across the spread of the waxen petals.	たぶんすべすべの花びらは、差し渡しで30センチはあったでしょうか。
They grew scattered, as if wild, among the variegated shrubs, but, as I say, I did not examine them closely at this time.	それは色とりどりの茂みの中、あちこちに散らばって生え、野生のようでしたが、でも申し上げたように、そのときにはじっくり観察はしませんでした。
The Time Machine was left deserted on the turf among the rhododendrons.	タイムマシンはシャクナゲの中の土盛りの上に、無人で残されました。
`The arch of the doorway was richly carved, but naturally I did not observe the carving very narrowly,	入り口のアーチは豊かに彫られていましたが、もちろんその彫刻をあまり細かく見はしませんでした。
though I fancied I saw suggestions of old Phoenician decorations as I passed through, and it struck me that they were very badly broken and weather-worn.	ただし通過するときに、古いフェニキア装飾のなごりを見たような気はして、さらにそれがひどく壊れていて風化しているのに驚かされました。
Several more brightly clad people met me in the doorway, and so we entered,	明るいふくを着た人々がもう何人か戸口でわたしを迎え、みんなで中に入りました。
