THE DEAD	死者たち
Gabriel hesitated a moment and said:	ゲイブリエルはちょっとちゅうちょして言った。
"If you will allow me, Miss Ivors, I'll see you home if you are really obliged to go."	「よかったら、ミス・アイバース、本当に行かなくちゃならないなら僕が家へ送りましょう。」
But Miss Ivors broke away from them.	しかしミス・アイバースは彼らから逃げ出した。
"I won't hear of it,"	「とんでもないわ」
she cried.	と彼女は叫んだ。
"For goodness' sake go in to your suppers and don't mind me.	「お願いだから夜食にいらして、そして私のことはおかまいなく。
I'm quite well able to take care of myself."	私は自分の面倒はよおっく見られますから。」
"Well, you're the comical girl, Molly,"	「まあ、あなたっておかしな娘ね、モリー」
said Mrs. Conroy frankly.	とコンロイ夫人が率直に言った。
"Beannacht libh,"	「ごきげんよう！」
cried Miss Ivors, with a laugh, as she ran down the staircase.	とミス・アイバースは笑って階段を駆け下りながらゲール語で叫んだ。
Mary Jane gazed after her, a moody puzzled expression on her face, while Mrs. Conroy leaned over the banisters to listen for the hall-door.	メアリー・ジェーンはむっつりとした当惑の表情を顔に浮かべじっと彼女を目で追っていたが、コンロイ夫人は手すりから身を乗り出して玄関のドアに聞き耳を立てていた。
Gabriel asked himself was he the cause of her abrupt departure.	ゲイブリエルは彼女が唐突に出て行ったのは彼が原因かと自問した。
But she did not seem to be in ill humour:	しかし彼女は不機嫌には見えなかった。
she had gone away laughing.	彼女は笑いながら行ったのだから。
He stared blankly down the staircase.	彼はぼんやりと階段を見つめていた。
At the moment Aunt Kate came toddling out of the supper-room, almost wringing her hands in despair.	その時ケイト叔母が夜食の部屋から絶望に手を絞らんばかりにして、よちよちと現れた。
"Where is Gabriel?"	「ゲイブリエルはどこなの？」
she cried.	彼女は叫んだ。
"Where on earth is Gabriel?	「いったいゲイブリエルはどこ？
There's everyone waiting in there, stage to let, and nobody to carve the goose!"	あちらで皆さん待っているのよ、幕は開いたわ、誰もガチョウを切り分ける人がいないの！」
"Here I am, Aunt Kate!"	「ここにいますよ、ケイト叔母さん！」
cried Gabriel, with sudden animation,	ゲイブリエルは突然活気をおびて叫んだ、
"ready to carve a flock of geese, if necessary."	「必要ならガチョウの群れでも喜んで切り分けますよ。」
A fat brown goose lay at one end of the table and at the other end, on a bed of creased paper strewn with sprigs of parsley, lay a great ham, stripped of its outer skin and peppered over with crust crumbs, a neat paper frill round its shin and beside this was a round of spiced beef.	太った茶色のガチョウがテーブルの一方の端に置かれ、他方の端にはひだをつけた紙にパセリの小枝をまき散らしたベッドの上に大きな豚のもも肉が外側の皮をむかれ、パンの皮の粉と共にコショウで味付けされて置かれ、そのすねの周りにはこぎれいな紙飾り、そしてこのそばにはスパイスされた牛のもも肉があった。
Between these rival ends ran parallel lines of side-dishes:	これら対抗する両端の間には、添え料理が平行線上に並んでいた。
two little minsters of jelly, red and yellow;	赤と黄色のゼリーでできた小さな聖堂が二つ、
a shallow dish full of blocks of blancmange and red jam, a large green leaf-shaped dish with a stalk-shaped handle, on which lay bunches of purple raisins and peeled almonds, a companion dish on which lay a solid rectangle of Smyrna figs, a dish of custard topped with grated nutmeg, a small bowl full of chocolates and sweets wrapped in gold and silver papers and a glass vase in which stood some tall celery stalks.	ブランマンジェの塊と赤いジャムでいっぱいの平皿、茎の形の柄のついた大きな緑の葉の形の皿の上には紫のレーズンの房と皮をむいたアーモンドが置かれ、対の皿にはスミュルナイチジクがぎっしり長方形に並べられ、ナツメグをすりおろしてかけたカスタードが一皿、金や銀の紙にくるんだチョコレートやキャンディーをいっぱいにした小さなボール、そして細長いセロリの茎を入れたガラスの瓶。
In the centre of the table there stood, as sentries to a fruit-stand which upheld a pyramid of oranges and American apples, two squat old-fashioned decanters of cut glass, one containing port and the other dark sherry.	テーブルの中央には、オレンジとアメリカリンゴのピラミッドを支えるフルーツ台の歩哨として、二つのずんぐりした古風なカットグラスのデカンターが立ち、一方にはポートワインが、他方には色の濃いシェリー酒が入っていた。
On the closed square piano a pudding in a huge yellow dish lay in waiting and behind it were three squads of bottles of stout and ale and minerals, drawn up according to the colours of their uniforms, the first two black, with brown and red labels, the third and smallest squad white, with transverse green sashes.	閉じたスクエアピアノの上には巨大な黄色い皿のプディングが侍し、その後にはスタウトとエールとミネラルウォーターの三分隊の瓶が、初めの二つは茶と赤のラベルのついた黒、三つ目のもっとも小さな分隊は緑の帯の横断する白、というふうにその制服の色に従って整列していた。
