The Bolted Door	『閉ざされたドア』
Here was a sensible man -- a man who knew his business	仕事を知っている男だ
-- it would be easy enough to make him see through that ridiculous alibi!	――あのバカバカしいアリバイを見破るぐらい、わけはないだろう。
Granice offered Mr. Hewson a cigar, and lighting one himself	グラニスはヒュースンに葉巻を勧め、自分でも一本火をつけた
-- to prove his coolness	――自分の冷静さを証明するために。
-- began again to tell his story.	そうしてもういちど話を始めたのである。
He was conscious, as he proceeded, of telling it better than ever before.	先へ行くにつれて、これまでよりずっとうまく話していることをはっきりと感じた。
Practice helped, no doubt;	まちがいなく、練習が功を奏したのだ。
and his listener's detached, impartial attitude helped still more.	さらに、聞き手が距離を置いた公平中立な態度を取ってくれたこともありがたかった。
He could see that Hewson, at least, had not decided in advance to disbelieve him, and the sense of being trusted made him more lucid and more consecutive.	ヒュースンは少なくとも、頭からグラニスの言うことを信じまいと決めてかかってはいないようだったし、信用されていることが伝わってきたおかげで、これまでより明晰で、首尾一貫して話すことができた。
Yes, this time his words would certainly carry conviction. . .	そう、今回のグラニスの話は、確かに説得力があったのである……。
Despairingly, Granice gazed up and down the shabby street.	グラニスはうらぶれた通りを絶望的に端から端まで見やった。
Beside him stood a young man with bright prominent eyes,	隣には、突き出した目が光る若い男が立っている。
a smooth but not too smoothly-shaven face, and an Irish smile.	滑らかな肌をしていたが、ひげそりは滑らかとはいかなかったらしい顔が、にこやかに微笑んでいた。
The young man's nimble glance followed Granice's.	青年の機敏な目がグラニスの視線の先を追いかける。
"Sure of the number, are you?"	「番地はおわかりですね？」
he asked briskly.	と、元気のいい声で聞いた。
< 25 > "Oh, yes	「ああ
-- it was 104."	――104だった」
"Well, then, the new building has swallowed it up	「それじゃ新しい建物が立ったから、その番地はなくなったんです。
-- that's certain."	きっとそういうことなんでしょう」
He tilted his head back and surveyed the half-finished front of a brick and limestone flat-house	青年は頭をうしろにそらして、半分出来上がったレンガと石灰岩づくりのアパートメントの正面を見上げた。
that reared its flimsy elegance above a row of tottering tenements and stables.	いまにも倒れそうな安アパートと厩舎の家並みにつづいて、薄っぺらな気品を張りつけた建物が立とうとしている。
"Dead sure?"	「その番地でまちがいはないんですね」
"Yes,"	「そうだ」
said Granice, discouraged.	グラニスは落胆して答えた。
"And even if I hadn't been, I know the garage was just opposite Leffler's over there."	「万が一、ちがっていたとしても、その駐車場はそこのレフラーの店の真向かいにあったんだ」
He pointed across the street to a tumble-down stable	そう言って、向かいの朽ちかけた厩舎を指さした。
with a blotched sign on which the words "Livery and Boarding" were still faintly discernible.	染みだらけの看板には『馬の貸し出しと預かり』と書いてあるのがかろうじて読める。
The young man dashed across to the opposite pavement.	青年は通りを走って渡った。
"Well, that's something -- may get a clue there.	「そうですね、あそこでその駐車場の手がかりが、なにか見つかるかもしれません。
Leffler's -- same name there, anyhow.	レフラーの店――あそこと同じ名前だ。
You remember that name?"	駐車場の名前は覚えてるんでしょ」
